pmid,sample_mechanism,sample_bucket,predicted_evidence_level,title,year,journal,pub_types,mechanisms,abstract_excerpt,gold_evidence_level,gold_label_status,gold_notes
36645245,synthetic-lethality,predicted-untagged,,SLGNN: synthetic lethality prediction in human cancers based on factor-aware knowledge graph neural network.,2023,"Bioinformatics (Oxford, England)","Journal Article | Research Support, Non-U.S. Gov't",synthetic-lethality,"**motivation**: synthetic lethality (sl) is a form of genetic interaction that can selectively kill cancer cells without damaging normal cells. exploiting this mechanism is gaining popularity in the field of targeted cancer therapy and anticancer drug development. due to the limitations of identifying sl interactions from laboratory experiments, an increasing number of research groups are devising computational prediction methods to guide the discovery of potential sl pairs. although existing me...",,pending,
38139386,synthetic-lethality,predicted-untagged,,Exploiting Synthetic Lethality between Germline BRCA1 Haploinsufficiency and PARP Inhibition in JAK2V617F-Positive Myeloproliferative Neoplasms.,2023,International journal of molecular sciences,Journal Article,crispr | synthetic-lethality,"myeloproliferative neoplasms (mpn) are rare hematologic disorders characterized by clonal hematopoiesis. familial clustering is observed in a subset of cases, with a notable proportion exhibiting heterozygous germline mutations in dna double-strand break repair genes (e.g., brca1). we investigated the therapeutic potential of targeting brca1 haploinsufficiency alongside the jak2v617f driver mutation. we assessed the efficacy of combining the parp inhibitor olaparib with interferon-alpha (ifnα) i...",,pending,
33068406,crispr,predicted-tagged,preclinical-invitro,Project Score database: a resource for investigating cancer cell dependencies and prioritizing therapeutic targets.,2021,Nucleic acids research,"Journal Article | Research Support, Non-U.S. Gov't",crispr,crispr genetic screens in cancer cell models are a powerful tool to elucidate oncogenic mechanisms and to identify promising therapeutic targets. the project score database (https://score.depmap.sanger.ac.uk/) uses genome-wide crispr-cas9 dropout screening data in hundreds of highly annotated cancer cell models to identify genes required for cell fitness and prioritize novel oncology targets. the project score database currently allows users to investigate the fitness effect of 18 009 genes test...,,pending,
33326793,crispr,predicted-tagged,preclinical-invitro,Synthetic Lethal Interaction between the ESCRT Paralog Enzymes VPS4A and VPS4B in Cancers Harboring Loss of Chromosome 18q or 16q.,2020,Cell reports,"Journal Article | Research Support, N.I.H., Extramural | Research Support, Non-U.S. Gov't | Research Support, U.S. Gov't, Non-P.H.S.",crispr | synthetic-lethality,few therapies target the loss of tumor suppressor genes in cancer. we examine crispr-spcas9 and rna-interference loss-of-function screens to identify new therapeutic targets associated with genomic loss of tumor suppressor genes. the endosomal sorting complexes required for transport (escrt) atpases vps4a and vps4b score as strong synthetic lethal dependencies. vps4a is essential in cancers harboring loss of vps4b adjacent to smad4 on chromosome 18q and vps4b is required in tumors with co-deleti...,,pending,
34050151,crispr,predicted-tagged,preclinical-invivo,CRISPR/Cas9 mediated deletion of the adenosine A2A receptor enhances CAR T cell efficacy.,2021,Nature communications,"Journal Article | Research Support, Non-U.S. Gov't",car-t | crispr | immunotherapy,"adenosine is an immunosuppressive factor that limits anti-tumor immunity through the suppression of multiple immune subsets including t cells via activation of the adenosine a2a receptor (a2ar). using both murine and human chimeric antigen receptor (car) t cells, here we show that targeting a2ar with a clinically relevant crispr/cas9 strategy significantly enhances their in vivo efficacy, leading to improved survival of mice. effects evoked by crispr/cas9 mediated gene deletion of a2ar are super...",,pending,
34454516,crispr,predicted-tagged,preclinical-invitro,Uncovering cancer vulnerabilities by machine learning prediction of synthetic lethality.,2021,Molecular cancer,"Journal Article | Research Support, Non-U.S. Gov't",crispr | synthetic-lethality,"**background**: synthetic lethality describes a genetic interaction between two perturbations, leading to cell death, whereas neither event alone has a significant effect on cell viability. this concept can be exploited to specifically target tumor cells. crispr viability screens have been widely employed to identify cancer vulnerabilities. however, an approach to systematically infer genetic interactions from viability screens is missing. **methods**: here we describe pan-cancer inferred synthe...",,pending,
35039048,crispr,predicted-tagged,preclinical-invivo,Metabolic synthetic lethality by targeting NOP56 and mTOR in KRAS-mutant lung cancer.,2022,Journal of experimental & clinical cancer research : CR,Journal Article,crispr | synthetic-lethality,"**background**: oncogenic kras mutations are prevalent in human cancers, but effective treatment of kras-mutant malignancies remains a major challenge in the clinic. increasing evidence suggests that aberrant metabolism plays a central role in kras-driven oncogenic transformation. the aim of this study is to identify selective metabolic dependency induced by mutant kras and to exploit it for the treatment of the disease. **method**: we performed an integrated analysis of rnai- and crispr-based f...",,pending,
36878534,crispr,predicted-tagged,preclinical-invivo,An anti-mesothelin targeting antibody drug conjugate induces pyroptosis and ignites antitumor immunity in mouse models of cancer.,2023,Journal for immunotherapy of cancer,"Journal Article | Research Support, Non-U.S. Gov't",antibody-drug-conjugate | crispr,"**background**: emerging evidence suggests that the mechanism of chemotherapy-induced cell death may influence the antitumor immune response in patients with cancer. unlike immunologically silent apoptosis, pyroptosis is a lytic and inflammatory form of programmed cell death characterized by pore formation in the cell membrane and release of proinflammatory factors. gasdermin e (gsdme) has recently gained attention after cleavage of gsdme by certain chemotherapeutics has been shown to elicit pyr...",,pending,
37737478,crispr,predicted-tagged,preclinical-invitro,SL-scan identifies synthetic lethal interactions in cancer using metabolic networks.,2023,Scientific reports,Journal Article,crispr | synthetic-lethality,"exploiting synthetic lethality is a promising strategy for developing targeted cancer therapies. however, identifying clinically significant synthetic lethal (sl) interactions among a large number of gene combinations is a challenging computational task. in this study, we developed the sl-scan pipeline based on metabolic network modeling to discover sl interaction. the sl-scan pipeline identifies the association between simulated flux balance analysis knockout scores and mutation data across can...",,pending,
39568154,crispr,predicted-tagged,preclinical-invivo,Targeting METTL3 as a checkpoint to enhance T cells for tumour immunotherapy.,2024,Clinical and translational medicine,Journal Article,crispr | immunotherapy,"**background**: immunotherapy has emerged as a crucial treatment modality for solid tumours, yet tumours often evade immune surveillance. there is an imperative to uncover novel immune regulators that can boost tumour immunogenicity and increase the efficacy of immune checkpoint blockade (icb) therapy. epigenetic regulators play critical roles in tumour microenvironment remodelling, and n6-methyladenosine (m6a) is known to be involved in tumourigenesis. however, the role of m6a in regulating t-c...",,pending,
39868490,crispr,predicted-tagged,preclinical-invivo,LIG1 Is a Synthetic Lethal Target in BRCA1 Mutant Cancers.,2025,Molecular cancer therapeutics,Journal Article,crispr | synthetic-lethality,"synthetic lethality approaches in brca1/2-mutated cancers have focused on parp inhibitors, which are subject to high rates of innate or acquired resistance in patients. in this study, we used crispr/cas9-based screening to identify dna ligase i (lig1) as a novel target for synthetic lethality in brca1-mutated cancers. publicly available data supported lig1 hyperdependence of brca1 mutant cells across a variety of breast and ovarian cancer cell lines. we used crisprn, crispri, rnai, and protein d...",,pending,
40341025,crispr,predicted-tagged,preclinical-invivo,Precision enhancement of CAR-NK cells through non-viral engineering and highly multiplexed base editing.,2025,Journal for immunotherapy of cancer,Journal Article,car-t | crispr | immunotherapy,"**background**: natural killer (nk) cells' unique ability to kill transformed cells expressing stress ligands or lacking major histocompatibility complexes (mhc) has prompted their development for immunotherapy. however, nk cells have demonstrated only moderate responses against cancer in clinical trials. **methods**: advanced genome engineering may thus be used to unlock their full potential. multiplex genome editing with crispr/cas9 base editors (bes) has been used to enhance t cell function a...",,pending,
